,Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate
0,2019.12.19_15.00.47,-8.394808,51.886267,0,B,11,5G,-104,-15,-4.0,9,-87,0,0
1,2019.12.19_15.00.47,-8.394813000000001,51.886271,0,B,11,5G,-104,-15,-4.0,9,-87,0,0
2,2019.12.19_15.00.48,-8.394813000000001,51.886271,0,B,11,5G,-104,-15,-4.0,9,-87,0,0
3,2019.12.19_15.00.49,-8.394813000000001,51.886271,0,B,11,5G,-104,-14,-2.0,9,-87,0,0
4,2019.12.19_15.00.50,-8.394813000000001,51.886271,0,B,11,5G,-104,-14,-2.0,9,-87,0,0
5,2019.12.19_15.00.51,-8.394813000000001,51.886271,0,B,11,5G,-105,-12,0.0,9,-87,178,128
6,2019.12.19_15.00.52,-8.394813000000001,51.886271,0,B,11,5G,-105,-12,0.0,9,-87,0,0
7,2019.12.19_15.00.53,-8.394813000000001,51.886271,0,B,11,5G,-104,-14,6.0,9,-87,17780,574
8,2019.12.19_15.00.54,-8.394813000000001,51.886271,0,B,11,5G,-104,-14,6.0,9,-87,2282,69
9,2019.12.19_15.00.55,-8.394813000000001,51.886271,0,B,11,5G,-104,-13,0.0,9,-87,0,0
10,2019.12.19_15.00.56,-8.394813000000001,51.886271,0,B,11,5G,-104,-13,0.0,9,-87,3398,233
11,2019.12.19_15.00.57,-8.394813000000001,51.886271,0,B,11,5G,-104,-15,-1.0,9,-87,2,0
12,2019.12.19_15.00.58,-8.394813000000001,51.886271,0,B,11,5G,-104,-15,-1.0,9,-87,0,2
13,2019.12.19_15.00.59,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,4.0,9,-87,7350,188
14,2019.12.19_15.01.01,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,4.0,9,-87,1097,38
15,2019.12.19_15.01.02,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,-1.0,9,-87,10050,325
16,2019.12.19_15.01.03,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,-1.0,13,-89,2028,73
17,2019.12.19_15.01.04,-8.394813000000001,51.886271,0,B,11,5G,-104,-16,0.0,13,-89,4213,112
18,2019.12.19_15.01.05,-8.394813000000001,51.886271,0,B,11,5G,-104,-16,0.0,13,-89,0,0
19,2019.12.19_15.01.06,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,-3.0,13,-89,0,0
20,2019.12.19_15.01.07,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,-3.0,13,-89,0,0
21,2019.12.19_15.01.08,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,-4.0,13,-89,0,0
22,2019.12.19_15.01.09,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,-4.0,13,-89,0,0
23,2019.12.19_15.01.10,-8.394813000000001,51.886271,0,B,11,5G,-105,-18,-4.0,13,-89,0,0
24,2019.12.19_15.01.11,-8.394813000000001,51.886271,0,B,11,5G,-105,-18,-4.0,13,-89,0,0
25,2019.12.19_15.01.12,-8.394813000000001,51.886271,0,B,11,5G,-105,-17,0.0,13,-89,0,0
26,2019.12.19_15.01.14,-8.394813000000001,51.886271,0,B,11,5G,-105,-17,0.0,10,-87,0,0
27,2019.12.19_15.01.15,-8.394813000000001,51.886271,0,B,11,5G,-104,-18,4.0,10,-87,0,0
28,2019.12.19_15.01.16,-8.394813000000001,51.886271,0,B,11,5G,-104,-18,4.0,10,-87,0,0
29,2019.12.19_15.01.17,-8.394813000000001,51.886271,0,B,11,5G,-102,-17,4.0,11,-85,0,0
30,2019.12.19_15.01.18,-8.394813000000001,51.886271,0,B,11,5G,-102,-17,4.0,11,-85,0,0
31,2019.12.19_15.01.19,-8.394813000000001,51.886271,0,B,11,5G,-102,-14,5.0,14,-82,0,0
32,2019.12.19_15.01.20,-8.394813000000001,51.886271,0,B,11,5G,-102,-14,5.0,12,-84,9,17
33,2019.12.19_15.01.22,-8.394813000000001,51.886271,0,B,11,5G,-100,-14,2.0,12,-84,0,0
34,2019.12.19_15.01.23,-8.394813000000001,51.886271,0,B,11,5G,-100,-14,2.0,11,-89,0,0
35,2019.12.19_15.01.24,-8.394813000000001,51.886271,0,B,11,5G,-102,-12,1.0,11,-89,1074,24
36,2019.12.19_15.01.25,-8.394813000000001,51.886271,0,B,11,5G,-102,-12,1.0,11,-89,3331,51
37,2019.12.19_15.01.26,-8.394813000000001,51.886271,0,B,11,5G,-102,-13,3.0,11,-89,323,89
38,2019.12.19_15.01.27,-8.394813000000001,51.886271,0,B,11,5G,-102,-13,3.0,11,-89,20346,369
39,2019.12.19_15.01.28,-8.394813000000001,51.886271,0,B,11,5G,-102,-11,-1.0,11,-89,3204,115
40,2019.12.19_15.01.29,-8.394813000000001,51.886271,0,B,11,5G,-102,-11,-1.0,11,-89,0,0
41,2019.12.19_15.01.30,-8.394813000000001,51.886271,0,B,11,5G,-103,-12,3.0,11,-89,871,23
42,2019.12.19_15.01.31,-8.394813000000001,51.886271,0,B,11,5G,-103,-12,3.0,11,-89,0,0
43,2019.12.19_15.01.33,-8.394813000000001,51.886271,0,B,11,5G,-101,-12,-2.0,11,-89,0,0
44,2019.12.19_15.01.34,-8.394813000000001,51.886271,0,B,11,5G,-101,-12,-2.0,11,-89,0,0
45,2019.12.19_15.01.35,-8.394813000000001,51.886271,0,B,11,5G,-102,-16,4.0,12,-87,0,0
46,2019.12.19_15.01.36,-8.394813000000001,51.886271,0,B,11,5G,-102,-16,4.0,12,-87,48,18
47,2019.12.19_15.01.37,-8.394813000000001,51.886271,0,B,11,5G,-102,-17,-4.0,12,-87,28018,589
48,2019.12.19_15.01.38,-8.394813000000001,51.886271,0,B,11,5G,-102,-17,-4.0,12,-87,0,0
49,2019.12.19_15.01.39,-8.394813000000001,51.886271,0,B,11,5G,-103,-18,-1.0,12,-87,0,0
50,2019.12.19_15.01.41,-8.394813000000001,51.886271,0,B,11,5G,-103,-18,-1.0,12,-87,0,0
51,2019.12.19_15.01.42,-8.394813000000001,51.886271,0,B,11,5G,-101,-17,5.0,13,-90,49885,853
52,2019.12.19_15.01.43,-8.394813000000001,51.886271,0,B,11,5G,-101,-17,5.0,13,-90,86016,1006
53,2019.12.19_15.01.44,-8.394813000000001,51.886271,0,B,11,5G,-99,-12,1.0,9,-,81084,832
54,2019.12.19_15.01.45,-8.394813000000001,51.886271,0,B,11,5G,-99,-12,1.0,9,-,49005,2058
55,2019.12.19_15.01.46,-8.394813000000001,51.886271,0,B,11,5G,-98,-13,2.0,9,-,66110,628
56,2019.12.19_15.01.47,-8.394813000000001,51.886271,0,B,11,5G,-98,-13,2.0,9,-,64898,633
57,2019.12.19_15.01.48,-8.394813000000001,51.886271,0,B,11,5G,-102,-16,2.0,14,-90,64494,599
58,2019.12.19_15.01.49,-8.394813000000001,51.886271,0,B,11,5G,-102,-16,2.0,14,-90,64400,662
59,2019.12.19_15.01.50,-8.394813000000001,51.886271,0,B,11,5G,-106,-16,3.0,14,-86,62799,570
60,2019.12.19_15.01.51,-8.394813000000001,51.886271,0,B,11,5G,-106,-16,3.0,14,-86,63863,614
61,2019.12.19_15.01.52,-8.394813000000001,51.886271,0,B,11,5G,-105,-19,-2.0,14,-86,62323,566
62,2019.12.19_15.01.53,-8.394813000000001,51.886271,0,B,11,5G,-105,-19,-2.0,13,-,63844,641
63,2019.12.19_15.01.55,-8.394813000000001,51.886271,0,B,11,5G,-106,-19,2.0,13,-,44057,2149
64,2019.12.19_15.01.56,-8.394813000000001,51.886271,0,B,11,5G,-106,-19,2.0,13,-,56154,431
65,2019.12.19_15.01.57,-8.394813000000001,51.886271,0,B,11,5G,-106,-13,5.0,13,-88,9499,81
66,2019.12.19_15.01.58,-8.394813000000001,51.886271,0,B,11,5G,-106,-13,5.0,13,-88,0,0
67,2019.12.19_15.01.59,-8.394813000000001,51.886271,0,B,11,5G,-106,-12,4.0,14,-86,5064,55
68,2019.12.19_15.02.00,-8.394813000000001,51.886271,0,B,11,5G,-106,-12,4.0,14,-86,2196,18
69,2019.12.19_15.02.01,-8.394813000000001,51.886271,0,B,11,5G,-107,-14,-3.0,14,-86,6772,62
70,2019.12.19_15.02.02,-8.394813000000001,51.886271,0,B,11,5G,-107,-14,-3.0,14,-84,2142,19
71,2019.12.19_15.02.03,-8.394813000000001,51.886271,0,B,11,5G,-105,-15,0.0,14,-84,10980,115
72,2019.12.19_15.02.04,-8.394813000000001,51.886271,0,B,11,5G,-105,-15,0.0,14,-84,0,0
73,2019.12.19_15.02.05,-8.394813000000001,51.886271,0,B,11,5G,-104,-15,0.0,14,-84,7950,78
74,2019.12.19_15.02.06,-8.394813000000001,51.886271,0,B,11,5G,-104,-15,0.0,14,-84,0,0
75,2019.12.19_15.02.07,-8.394813000000001,51.886271,0,B,11,5G,-104,-19,2.0,14,-84,10586,102
76,2019.12.19_15.02.08,-8.394813000000001,51.886271,0,B,11,5G,-104,-19,2.0,14,-86,0,0
77,2019.12.19_15.02.09,-8.394813000000001,51.886271,0,B,11,5G,-99,-18,3.0,14,-86,8221,82
78,2019.12.19_15.02.10,-8.394813000000001,51.886271,0,B,11,5G,-99,-18,3.0,14,-86,0,0
79,2019.12.19_15.02.12,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,3.0,9,-84,10756,100
80,2019.12.19_15.02.13,-8.394813000000001,51.886271,0,B,11,5G,-104,-17,3.0,9,-84,0,6
81,2019.12.19_15.02.14,-8.394813000000001,51.886271,0,B,11,5G,-106,-19,-1.0,9,-84,9065,81
82,2019.12.19_15.02.15,-8.394813000000001,51.886271,0,B,11,5G,-106,-19,-1.0,12,-86,3047,33
83,2019.12.19_15.02.16,-8.394813000000001,51.886271,0,B,11,5G,-99,-17,1.0,14,-,4477,42
84,2019.12.19_15.02.17,-8.394813000000001,51.886271,0,B,11,5G,-99,-17,1.0,14,-,10707,94
85,2019.12.19_15.02.18,-8.394813000000001,51.886271,0,B,11,5G,-99,-18,3.0,14,-,0,0
86,2019.12.19_15.02.19,-8.394813000000001,51.886271,0,B,11,5G,-99,-18,3.0,14,-,9462,96
87,2019.12.19_15.02.20,-8.394813000000001,51.886271,0,B,11,5G,-100,-18,3.0,14,-,0,0
88,2019.12.19_15.02.21,-8.394813000000001,51.886271,0,B,11,5G,-100,-18,3.0,14,-,9661,94
89,2019.12.19_15.02.22,-8.394813000000001,51.886271,0,B,11,5G,-100,-17,5.0,14,-,0,0
90,2019.12.19_15.02.24,-8.394813000000001,51.886271,0,B,11,5G,-100,-17,5.0,14,-,12707,125
91,2019.12.19_15.02.25,-8.394813000000001,51.886271,0,B,11,5G,-98,-14,2.0,14,-,0,0
92,2019.12.19_15.02.26,-8.394813000000001,51.886271,0,B,11,5G,-98,-14,2.0,14,-,7580,58
93,2019.12.19_15.02.27,-8.394813000000001,51.886271,0,B,11,5G,-102,-13,0.0,14,-,4889,50
94,2019.12.19_15.02.28,-8.394813000000001,51.886271,0,B,11,5G,-102,-13,0.0,14,-,1311,11
95,2019.12.19_15.02.29,-8.394813000000001,51.886271,0,B,11,5G,-99,-12,9.0,14,-,9641,98
96,2019.12.19_15.02.30,-8.394813000000001,51.886271,0,B,11,5G,-99,-12,9.0,14,-,72,1
97,2019.12.19_15.02.31,-8.394813000000001,51.886271,0,B,11,5G,-102,-15,1.0,14,-,10183,93
98,2019.12.19_15.02.32,-8.394813000000001,51.886271,0,B,11,5G,-102,-15,1.0,14,-84,0,0
99,2019.12.19_15.02.33,-8.394813000000001,51.886271,0,B,11,5G,-101,-11,8.0,14,-84,10342,97
100,2019.12.19_15.02.34,-8.394813000000001,51.886271,0,B,11,5G,-101,-11,8.0,14,-84,0,0
101,2019.12.19_15.02.35,-8.394813000000001,51.886271,0,B,11,5G,-101,-17,5.0,14,-84,10751,104
102,2019.12.19_15.02.37,-8.394813000000001,51.886271,0,B,11,5G,-101,-17,5.0,14,-84,0,0
103,2019.12.19_15.02.38,-8.394813000000001,51.886271,0,B,11,5G,-102,-16,0.0,14,-84,9652,79
104,2019.12.19_15.02.39,-8.394813000000001,51.886271,0,B,11,5G,-102,-16,0.0,14,-84,1540,22
105,2019.12.19_15.02.40,-8.394813000000001,51.886271,0,B,11,5G,-100,-15,1.0,13,-86,6561,54
106,2019.12.19_15.02.41,-8.394813000000001,51.886271,0,B,11,5G,-100,-15,1.0,13,-86,7961,80
107,2019.12.19_15.02.42,-8.394813000000001,51.886271,0,B,11,5G,-101,-15,0.0,13,-86,0,0
108,2019.12.19_15.02.43,-8.394813000000001,51.886271,0,B,11,5G,-101,-15,0.0,13,-86,11689,109
109,2019.12.19_15.02.44,-8.394813000000001,51.886271,0,B,11,5G,-99,-10,0.0,13,-86,1,0
110,2019.12.19_15.02.45,-8.394813000000001,51.886271,0,B,11,5G,-99,-10,0.0,13,-86,10398,95
111,2019.12.19_15.02.46,-8.394813000000001,51.886271,0,B,11,5G,-100,-12,4.0,13,-86,0,0
112,2019.12.19_15.02.47,-8.394813000000001,51.886271,0,B,11,5G,-100,-12,4.0,13,-86,9854,92
113,2019.12.19_15.02.48,-8.394813000000001,51.886271,0,B,11,5G,-101,-14,4.0,13,-86,0,0
114,2019.12.19_15.02.50,-8.394813000000001,51.886271,0,B,11,5G,-101,-14,4.0,13,-86,11427,108
115,2019.12.19_15.02.51,-8.394813000000001,51.886271,0,B,11,5G,-100,-13,3.0,13,-86,0,6
116,2019.12.19_15.02.52,-8.394813000000001,51.886271,0,B,11,5G,-100,-13,3.0,13,-86,11337,99
117,2019.12.19_15.02.53,-8.394813000000001,51.886271,0,B,11,5G,-101,-13,5.0,13,-86,2737,27
118,2019.12.19_15.02.54,-8.394813000000001,51.886271,0,B,11,5G,-101,-13,5.0,13,-86,14071,135
119,2019.12.19_15.02.55,-8.394813000000001,51.886271,0,B,11,5G,-100,-17,-3.0,10,-84,3812,32
120,2019.12.19_15.02.56,-8.394813000000001,51.886271,0,B,11,5G,-100,-17,-3.0,10,-84,0,0
121,2019.12.19_15.02.57,-8.394813000000001,51.886271,0,B,11,5G,-100,-12,5.0,11,-86,10827,107
